caso_id_canonico,tomo,n_lineas_bloque,apertura_rel,firma_lines_count,firma_end,pe_idx_baseline,pe_idx_d_validado,disp_cambio,posthoc_rejected,voting_pattern,n_jueces_firma,baseline_voting_pattern,baseline_n_votos_svoto,baseline_n_disidencias,n_votos_actual,n_disid_actual,n_votos_ampliado,n_nuevos_por_ampliado,n_ya_detectados_post_firma,n_votos_narrow_pre_firma,first_voto_narrow
329_p1622,329,126,85,5,109,99,99,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,108
329_p1626,329,85,9,2,75,66,66,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1628,329,127,22,6,36,30,30,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,35
329_p1631,329,250,217,5,232,225,225,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,230
329_p1638,329,675,295,13,312,303,303,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,311
329_p1655,329,234,80,11,126,121,121,False,False,mixed,8,mixed,1,1,1,1,2,0,2,0,127
329_p1661,329,348,271,9,289,281,281,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,290
329_p1669,329,7,,0,,6,6,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p1671,329,34,12,2,32,29,29,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1672,329,15,11,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p1673,329,74,24,4,67,63,63,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1675,329,334,122,7,268,260,260,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,267
329_p1684,329,269,97,3,238,225,225,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1690,329,74,58,3,73,61,61,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1693,329,97,82,2,92,85,85,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1696,329,162,21,2,126,122,122,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1699,329,97,,2,85,81,81,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1703,329,460,63,7,422,381,381,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,420
329_p1714,329,39,13,2,29,21,21,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1715,329,287,256,3,274,264,264,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1723,329,1355,472,31,486,481,481,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,487
329_p1756,329,81,22,6,67,59,59,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,66
329_p1758,329,139,101,12,117,110,,True,True,disidencia,7,disidencia,0,2,0,2,0,0,0,2,8
329_p1762,329,126,123,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p1767,329,468,419,6,447,437,437,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,446
329_p1779,329,310,263,6,282,272,272,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,281
329_p1787,329,257,222,5,236,231,231,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,237
329_p1794,329,431,283,8,411,402,402,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,412
329_p1805,329,290,264,3,283,278,278,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p1812,329,352,250,2,346,339,339,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1821,329,178,113,5,133,126,126,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,132
329_p1826,329,178,147,2,172,169,169,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1831,329,101,81,3,96,91,91,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p1834,329,79,22,5,75,71,71,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1836,329,104,33,3,93,81,81,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1839,329,163,65,5,125,115,115,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,126
329_p1843,329,183,126,2,155,149,149,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1847,329,194,129,3,191,176,176,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1853,329,156,32,3,132,127,127,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p1857,329,81,63,3,74,69,69,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p1859,329,53,24,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p1862,329,430,96,9,294,283,283,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,299
329_p1875,329,200,131,2,197,190,190,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1881,329,690,71,0,,689,689,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p1898,329,282,41,3,276,271,271,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1905,329,98,86,3,97,89,89,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1908,329,92,54,2,64,57,57,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1910,329,33,,3,28,19,19,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p1912,329,103,87,3,98,90,90,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1915,329,97,85,3,96,88,88,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p1917,329,164,116,3,132,119,119,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1921,329,86,74,2,84,77,77,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1924,329,171,3,5,13,6,6,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1928,329,36,34,2,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p1930,329,124,2,7,23,20,20,False,False,unanime,7,unanime,0,1,0,1,1,0,1,0,33
329_p1933,329,89,20,2,77,74,74,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p1936,329,99,19,3,90,86,86,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1938,329,494,292,3,484,476,476,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1951,329,488,435,5,449,444,444,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,450
329_p1963,329,222,174,6,192,181,181,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,193
329_p1969,329,126,106,3,121,116,116,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1972,329,65,18,3,59,55,55,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p1974,329,387,206,11,220,216,216,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,221
329_p1984,329,571,537,6,548,544,544,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,549
329_p1998,329,260,125,7,173,164,164,False,False,segun_su_voto,7,segun_su_voto,2,0,2,0,2,0,2,0,174
329_p2005,329,735,163,20,315,306,306,False,False,mixed,7,mixed,3,1,3,1,3,0,3,1,314
329_p2024,329,247,206,6,226,215,215,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,231
329_p2030,329,258,165,8,184,175,175,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,182
329_p2037,329,225,182,7,202,195,195,False,False,disidencia,14,disidencia,0,0,0,0,0,0,0,0,
329_p2043,329,75,12,2,74,72,72,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2045,329,235,31,7,45,40,40,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,46
329_p2051,329,132,12,5,115,105,105,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,114
329_p2055,329,183,82,4,134,123,123,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,133
329_p2060,329,66,17,6,41,35,35,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,40
329_p2062,329,46,10,6,26,19,19,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,31
329_p2063,329,1,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2064,329,24,6,2,23,20,20,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2065,329,64,50,2,63,53,53,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2067,329,83,73,2,82,76,76,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2069,329,417,171,6,367,353,353,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,372
329_p2080,329,203,148,3,200,195,195,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2085,329,103,69,2,100,95,95,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2088,329,603,83,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2105,329,243,201,3,211,207,207,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2111,329,134,43,2,130,117,117,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2115,329,181,111,5,175,160,160,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,176
329_p2121,329,97,92,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2125,329,198,142,4,189,185,185,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2130,329,112,98,3,110,101,101,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2133,329,119,6,5,18,9,9,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2136,329,85,70,2,84,73,73,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2139,329,116,80,3,92,83,83,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2142,329,45,30,3,40,33,33,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2144,329,68,53,2,63,56,56,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2146,329,139,19,3,133,125,125,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2149,329,102,19,3,94,83,83,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2152,329,213,179,5,194,187,187,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,195
329_p2158,329,163,94,4,149,136,136,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,150
329_p2162,329,150,134,2,146,143,143,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2166,329,193,113,2,180,173,173,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2173,329,45,12,2,42,37,37,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2174,329,150,,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2179,329,280,241,9,265,251,,True,True,disidencia,6,disidencia,0,2,0,2,0,0,0,2,6
329_p2186,329,45,33,2,43,36,36,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2188,329,88,72,2,87,75,75,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2191,329,37,35,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2194,329,54,18,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2197,329,53,51,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2199,329,254,139,2,245,238,238,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2206,329,31,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2212,329,190,162,2,175,170,170,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2217,329,50,10,5,21,18,18,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,27
329_p2218,329,18,,2,,,,False,True,sin_firma,0,sin_firma,1,0,1,0,0,0,0,0,1
329_p2219,329,40,,4,20,11,11,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,19
329_p2221,329,71,34,4,65,60,60,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2223,329,10,,2,6,1,1,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2224,329,67,23,2,55,52,52,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2226,329,214,43,4,136,131,131,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,137
329_p2231,329,331,222,2,325,319,319,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2240,329,131,31,2,117,113,113,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2244,329,153,138,2,148,141,141,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2248,329,117,101,2,115,104,104,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2251,329,77,66,2,76,69,69,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2253,329,113,99,2,111,102,102,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2256,329,72,1,4,13,4,4,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2258,329,112,95,4,110,98,98,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2261,329,94,15,2,87,80,80,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2263,329,44,13,5,28,23,23,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,27
329_p2265,329,371,213,5,333,324,324,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,332
329_p2274,329,192,165,2,180,173,173,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2280,329,173,161,2,172,169,169,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2284,329,346,295,3,312,305,305,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,318
329_p2293,329,96,17,4,87,74,74,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,86
329_p2296,329,647,614,8,628,620,,True,True,segun_su_voto,5,segun_su_voto,2,0,2,0,0,0,0,2,6
329_p2312,329,87,19,3,84,79,79,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2314,329,79,17,2,73,70,70,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2316,329,1020,255,5,850,761,761,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,855
329_p2342,329,73,61,2,72,64,64,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2344,329,109,98,2,108,101,101,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2347,329,151,21,5,84,77,77,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,90
329_p2351,329,17,,0,,16,16,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2355,329,51,8,2,30,27,27,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2356,329,43,,2,34,32,32,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2358,329,77,56,2,67,59,59,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2361,329,241,61,2,226,219,219,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2367,329,1902,494,19,738,733,733,False,False,mixed,6,mixed,2,1,2,1,3,0,3,0,739
329_p2413,329,216,144,5,200,190,190,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,199
329_p2419,329,249,62,2,238,231,231,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2425,329,118,99,2,110,107,107,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2429,329,159,120,4,137,130,130,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,143
329_p2433,329,262,234,4,251,244,,True,True,unanime,5,unanime,0,1,0,1,0,0,0,1,1
329_p2440,329,411,304,12,365,357,357,False,False,mixed,6,mixed,1,1,1,1,2,0,2,0,366
329_p2450,329,357,314,7,331,324,,True,True,disidencia,6,disidencia,0,2,0,2,1,0,1,1,1
329_p2459,329,204,34,7,182,167,167,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,0,0,0,1,180
329_p2465,329,92,80,2,90,83,83,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2467,329,28,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2469,329,394,10,4,20,13,13,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2479,329,240,117,2,229,221,221,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2485,329,262,142,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2492,329,164,105,4,157,147,147,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2496,329,94,83,4,93,86,86,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2498,329,157,49,3,153,145,145,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,152
329_p2503,329,178,21,3,95,92,92,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,100
329_p2508,329,141,,2,139,127,127,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2511,329,480,46,8,240,233,233,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,242
329_p2523,329,25,,1,20,18,18,False,False,unanime,2,unanime,0,0,0,0,0,0,0,0,
329_p2532,329,251,211,7,234,226,226,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,233
329_p2539,329,287,272,1,,284,284,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2547,329,197,163,6,179,170,170,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,178
329_p2552,329,429,393,6,408,402,402,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,413
329_p2563,329,157,121,5,141,133,133,False,False,disidencia,7,disidencia,0,0,0,0,0,0,0,0,
329_p2567,329,71,19,2,62,58,58,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2569,329,201,168,6,185,176,176,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,184
329_p2575,329,359,219,5,338,330,330,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,337
329_p2584,329,126,87,4,103,98,98,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,104
329_p2588,329,106,72,7,86,81,81,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,87
329_p2591,329,206,169,6,192,178,178,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,191
329_p2596,329,126,43,5,,,,False,True,sin_firma,0,disidencia,0,1,0,1,0,0,0,0,103
329_p2600,329,16,,1,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2601,329,199,164,6,179,174,174,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,185
329_p2606,329,167,125,9,140,134,,True,True,disidencia,7,disidencia,0,2,0,2,1,0,1,1,1
329_p2610,329,117,39,8,80,71,71,False,False,disidencia,7,disidencia,0,2,0,2,1,0,1,1,79
329_p2614,329,236,192,5,211,201,201,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,210
329_p2620,329,228,195,6,210,204,204,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,1,0,1,0,215
329_p2626,329,180,142,6,159,151,151,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,160
329_p2631,329,542,207,7,341,304,304,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,343
329_p2645,329,173,148,3,167,159,159,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2649,329,222,133,8,147,142,142,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,148
329_p2655,329,125,90,8,106,99,99,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,105
329_p2659,329,311,163,7,240,225,225,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,238
329_p2667,329,200,168,5,184,177,177,False,False,disidencia,6,disidencia,0,1,0,1,1,0,1,0,190
329_p2672,329,53,16,2,48,34,34,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2674,329,243,176,8,194,189,189,False,False,mixed,8,mixed,1,1,1,1,2,0,2,0,196
329_p2680,329,144,48,4,133,123,,True,True,unanime,5,unanime,0,1,0,1,0,0,0,1,1
329_p2684,329,175,102,2,173,159,159,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2688,329,1019,111,6,592,581,581,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,591
329_p2714,329,189,39,7,110,87,87,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,112
329_p2719,329,283,79,7,190,182,182,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,188
329_p2726,329,83,16,2,75,70,70,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2729,329,72,11,2,66,64,64,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2731,329,59,12,4,37,34,34,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,38
329_p2733,329,22,,2,12,8,8,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2735,329,70,8,2,61,57,57,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2737,329,356,133,3,319,309,309,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2745,329,363,208,5,342,330,330,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2754,329,99,,2,95,92,92,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2757,329,31,27,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2759,329,70,24,4,67,58,58,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2761,329,85,19,2,84,79,79,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2764,329,583,289,9,409,403,403,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,410
329_p2779,329,88,19,3,83,80,80,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2781,329,117,100,5,116,103,103,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2784,329,44,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2787,329,108,82,2,106,101,101,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2790,329,110,99,2,109,102,102,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2793,329,105,90,3,104,93,93,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2796,329,123,106,2,116,109,109,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2800,329,79,68,2,78,71,71,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2802,329,76,61,2,71,64,64,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2805,329,120,92,6,103,95,95,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,109
329_p2808,329,88,47,3,85,79,79,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2810,329,191,109,9,174,159,159,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,172
329_p2815,329,74,48,3,72,65,65,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2817,329,80,68,6,79,71,71,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2819,329,127,111,2,120,114,114,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2823,329,68,54,2,63,57,57,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2825,329,85,17,5,66,63,63,False,False,segun_su_voto,6,segun_su_voto,1,0,1,0,1,0,1,0,71
329_p2827,329,11,,1,,,,False,True,sin_firma,0,sin_firma,1,0,1,0,0,0,0,0,1
329_p2829,329,13,11,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2830,329,61,47,4,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2834,329,105,20,2,99,95,95,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2837,329,237,168,8,198,191,191,False,False,disidencia,7,disidencia,0,2,0,2,2,0,2,0,204
329_p2844,329,112,24,2,101,93,93,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2847,329,367,114,9,125,121,121,False,False,disidencia,7,disidencia,0,1,0,1,1,0,1,0,126
329_p2856,329,153,99,4,114,108,108,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2860,329,159,,6,70,61,61,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,0,0,0,1,69
329_p2864,329,343,,5,316,307,307,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,315
329_p2874,329,60,,2,55,46,46,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2876,329,403,218,3,388,380,380,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2886,329,157,40,10,76,70,70,False,False,mixed,7,mixed,1,1,1,1,2,0,2,0,77
329_p2890,329,261,77,3,252,246,246,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2896,329,5,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2897,329,226,1,9,16,12,12,False,False,unanime,6,unanime,0,1,0,1,1,0,1,0,202
329_p2903,329,154,132,3,149,145,145,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2907,329,41,10,6,29,23,23,False,False,segun_su_voto,7,segun_su_voto,1,0,1,0,0,0,0,1,28
329_p2908,329,70,12,2,64,61,61,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2910,329,26,9,3,22,16,16,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2911,329,182,111,3,179,172,172,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2916,329,143,31,3,133,121,121,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2920,329,69,52,3,68,55,55,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2922,329,138,96,2,109,99,99,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2925,329,136,61,3,135,124,124,False,False,unanime,7,unanime,0,0,0,0,0,0,0,0,
329_p2929,329,293,238,8,262,251,251,False,False,disidencia,7,disidencia,0,1,0,1,0,0,0,1,261
329_p2937,329,12,10,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
329_p2939,329,84,18,2,83,80,80,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2941,329,146,101,4,118,114,114,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2944,329,37,,2,36,31,31,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2946,329,76,,2,75,67,67,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2948,329,30,5,3,26,20,20,False,False,unanime,6,unanime,0,0,0,0,0,0,0,0,
329_p2949,329,10210,33,192,198,177,177,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
329_p2967,329,295,144,5,276,267,267,False,False,disidencia,6,disidencia,0,1,0,1,0,0,0,1,275
